type,question_number,question,option_A,option_B,option_C,option_D,correct_answer,answer_text
multiple_choice,20,Keynesmentionedtwofactorsthatinfluencedplannedinvestmentspending,interestratesanddisposableincome.,interestratesandbusinessexpectationsaboutthefuture.,disposableincomeandbusinessexpectationsaboutthefuture.,interestratesandbusinessexpectationsaboutinflation.,B,
multiple_choice,21,Factorsthatinfluencedplannedinvestmentspendinginclude,realinterestrates.,financialfrictions.,emotionalwavesofoptimismandpessimism.,alloftheabove. E)AandC.,D,
multiple_choice,22,Plannedinvestmentspendingishigher,whenrealinterestrateishigher.,duringfinancialfrictions.,whenbusinessesareoptimistic.,alloftheabove. E)AandC.,C,
multiple_choice,1,"Ifunplannedinvestmentispositive,firmswill________productionandoutputwill ________.",cut;rise,cut;fall,increase;rise,increase;fall,B,
multiple_choice,2,"Ifunplannedinvestmentisnegative,firmswill________productionandoutputwill ________.",cut;rise,cut;fall,increase;rise,increase;fall,C,
multiple_choice,3,"IntheKeynesianframework,aslongasoutputisbelowtheequilibriumlevel,unplanned inventoryinvestmentwillremain________andfirmswillcontinueto________production.",negative;lower,negative;raise,positive;lower,positive;raise,B,
multiple_choice,5,"IntheKeynesianframework,aslongasoutputis________theequilibriumlevel,unplanned inventoryinvestmentwillremain________andfirmswillcontinuetolowerproduction.",below;negative,above;negative,below;positive,above;positive,D,
multiple_choice,6,"IntheKeynesianframework,aslongasoutputis________theequilibriumlevel,unplanned inventoryinvestmentwillremainpositiveandfirmswillcontinueto________production.",below;lower,above;lower,below;raise,above;raise,B,
multiple_choice,7,"IntheKeynesianframework,aslongasoutputisabovetheequilibriumlevel,unplanned inventoryinvestmentwillremain________andfirmswillcontinueto________production.",negative;lower,negative;raise,positive;lower,positive;raise,C,
multiple_choice,9,"IntheKeynesianframework,aslongasoutputisbelowtheequilibriumlevel,unplanned inventoryinvestmentwillremainnegative,firmswillcontinueto________production,and outputwillcontinueto________.",lower;fall,lower;rise,raise;fall,raise;rise,D,
multiple_choice,10,"IntheKeynesianframework,aslongasoutputis________theequilibriumlevel,unplanned inventoryinvestmentwillremain________,firmswillcontinuetoraiseproduction,andoutput willcontinuetorise.",below;negative,above;negative,below;positive,above;positive,A,
multiple_choice,11,"IntheKeynesianframework,aslongasoutputis________theequilibriumlevel,unplanned inventoryinvestmentwillremain________,firmswillcontinuetolowerproduction,andoutput willcontinuetofall.",below;negative,above;negative,below;positive,above;positive,D,
multiple_choice,13,Adecreaseinunplannedinventoryinvestmentfortheentireeconomyequalstheexcessof,outputoveraggregatesupply.,outputoveraggregatedemand.,aggregatesupplyoveroutput.,aggregatedemandoveroutput.,D,
multiple_choice,14,"Ifaggregatedemandislessthanthelevelofaggregateoutput,then________inventory investmentwillbe________.",planned;positive,actual;positive,actual;negative,planned;negative,B,
multiple_choice,15,"Ifaggregatedemandfallsshortofcurrentoutput,businessfirmswill________productionto ________inventories.",cut;keepfromaccumulating,expand;keepfromaccumulating,cut;buildup,expand;buildup,A,
multiple_choice,16,"Ifaggregateddemandislessthanactualoutput,unplannedinventory________willcause outputto________.",accumulation;rise,depletion;fall,depletion;rise,accumulation;fall,D,
multiple_choice,18,"Ifactualoutputisgreaterthanequilibriumoutput,firmswill________outputtokeepfrom ________inventories.",increase;accumulating,increase;depleting,decrease;depleting,decrease;accumulating,D,
multiple_choice,19,"Whenthelevelofunplannedinventoryinvestmentisequaltozero,theeconomyis",indisequilibrium.,inarecession.,inequilibrium.,overheating.,C,
multiple_choice,20,"Ifaggregatedemandequalsoutput,",theeconomyisinarecession.,outputwillincrease.,outputwillfall.,theeconomyisatitsequilibriumlevel.,D,
multiple_choice,21,"UsingtheinformationinSituation21-1,ifaggregateoutputisequalto$10,000,then unplannedinventoryinvestmentequals","-$1,000.",-$100.,$0.,$100.,D,
multiple_choice,22,"UsingtheinformationinSituation21-1,ifaggregateoutputequals$8,000,theunplanned inventoryinvestmentequals",-$100.,$0.,$100.,$500.,A,
multiple_choice,23,"UsingtheinformationinSituation21-1,theequilibriumlevelofaggregateoutputis",$900.,"$8,000.","$9,000.","$10,000.",C,
multiple_choice,24,"UsingtheinformationcontainedinSituation21-1,ifautonomousconsumptionincreasesby $100,thenequilibriumaggregateoutputwillchangeby","-$1,000.",-$100.,$100.,"$1,000.",D,
multiple_choice,26,Keynesbelievedthatchangesinautonomousspendingweredominatedbychangesin,consumerexpenditure.,autonomousconsumerexpenditure.,investmentspending.,taxes. E)noneoftheabove.,C,
multiple_choice,27,"Keynesbelievedthatchangesinautonomousspendingweredominatedbyunstable fluctuationsin________,whichareinfluencedbyemotionalwavesofoptimismand pessimism—factorshereferredtoas""animalspirits.""",unplannedinvestmentspending,actualinvestmentspending,plannedinvestmentspending,autonomousconsumerexpenditures,C,
multiple_choice,28,"InthesimpleKeynesianframework,declinesinplannedinvestmentspendingthatproduce highunemploymentcanbeoffsetbyraising",taxes.,governmentspending.,consumerconfidence.,businessconfidence.,B,
multiple_choice,30,Ataxcutinitially,increasesconsumptionexpenditurebyanamountgreaterthanthetaxcut.,increasesconsumptionexpenditurebyanamountequaltothetaxcut.,increasesconsumptionexpenditurebyanamountthatislessthanthevalueofthetaxcut.,hasnoeffectonconsumptionexpenditure. E)reducesconsumptionexpenditurebyanamountthatislessthanthevalueofthetaxcut.,C,
multiple_choice,31,"Assumeequilibriumatfullemploymentforaneconomycharacterizedbythesimple Keynesianmodel.Ifthegovernmentraisestaxestoeliminateabudgetdeficit,then",therateofunemploymentwillincrease.,thelevelofaggregateoutputwillincrease.,thepricelevelwillincrease.,therateofinterestwillfall.,A,
multiple_choice,32,"Usingtheinformationinsituation21-2,ifgovernmentspendingincreasesby$100,thenthe equilibriumaggregateoutputwillchangeby","-$1,000.",-$100.,$100.,"$1,000.",D,
multiple_choice,33,"UsingtheinformationinSituation21-2,iftaxesincreaseby$10,thentheequilibrium aggregateoutputwillchangeby",-$90.,-$10.,$10.,$90.,A,
multiple_choice,34,"Usingtheinformationinsituation21-2,ifgovernmentincreasestheirspendingby$50and increasesnettaxesby50,thenequilibriumaggregateoutputwillchangeby",-$100.,-$50.,$50.,$100.,C,
multiple_choice,35,"Inaclosedeconomy,aggregatedemandisthesumof","consumerexpenditure,actualinvestmentspending,andgovernmentspending.","consumerexpenditure,plannedinvestmentspending,andgovernmentspending.","consumerexpenditure,actualinvestmentspending,governmentspending,andnetexports.","consumerexpenditure,plannedinvestmentspending,governmentspending,andnetexports.",B,
multiple_choice,37,"Ifnetexportsincreaseby100andthempcis0.75,equilibriumaggregateoutputincreasesby",100.,250.,400.,750.,C,
multiple_choice,38,"Ifnetexportsincreaseby250andthempcis0.75,equilibriumaggregateoutputincreasesby",250.,500.,750.,"1,000.",D,
multiple_choice,39,"Ifnetexportsdecreaseby250andthempcis0.75,equilibriumaggregateoutput","increasesby1,000.",increasesby750.,decreasesby750.,"decreasesby1,000.",D,
multiple_choice,40,"Aggregateoutputis________relatedtoautonomousconsumerexpenditure,andis ________relatedtoplannedinvestmentspending.",negatively;negatively,negatively;positively,positively;negatively,positively;positively,D,
multiple_choice,42,Aggregateoutputisincreasedbyadecreasein,autonomousconsumption.,governmentspending.,plannedinvestment.,nettaxes.,D,
multiple_choice,43,Equilibriumoutputisreducedbyanincreasein,plannedinvestment.,taxes.,governmentspending.,netexports.,B,
essay,44,"KeynesbelievedthatunstableinvestmentcausedtheGreatDepression.Usingthesimple Keynesianmodel,explainhowafallininvestmentaffectsequilibriumoutput.",,,,,,"Afallininvestmentwillreduceaggregateoutputbyagreateramountthattheinitial fallininvestment.Thishappensbecauseofthemultipliereffect. QuestionStatus: PreviousEdition AACSB: ReflectiveThinking 19 Copyright©2022PearsonEducation,Ltd.21.4 UnderstandingtheISCurve"
multiple_choice,1,"Iftheinterestratefalls,otherthingsbeingequal,investmentspendingwill",fall.,rise.,"eitherrise,fall,orremainunchanged.",notbeaffected.,B,
multiple_choice,2,Whentheinterestraterises,plannedinvestmentfalls.,plannedinvestmentrises.,plannedinvestmentwillbeunaffected.,equilibriumincomeincreases.,A,
multiple_choice,3,"Whentheinterestrateis________,________investmentsinphysicalcapitalwillearnmore thanthecostofborrowedfunds,soplannedinvestmentspendingis________.",high;few;high,high;few;low,low;few;high,low;many;low E)high;many;high,B,
multiple_choice,4,"WheninterestratesriseintheUnitedStates(withthepricelevelfixed),thevalueofthedollar ________,domesticgoodsbecome________expensive,andnetexports________.",falls;less;fall,falls;more;rise,rises;more;fall,rises;less;fall,C,
multiple_choice,6,Anincreaseininterestrates,"increasesthevalueofthedollar,netexports,andequilibriumoutput.","increasesthevalueofthedollar,reducingnetexportsandequilibriumoutput.","reducesthevalueofthedollar,netexports,andequilibriumoutput.","reducesthevalueofthedollar,increasingnetexportsandequilibriumoutput.",B,
multiple_choice,7,Adecreaseininterestrates,"increasesthevalueofthedollar,netexports,andequilibriumoutput.","increasesthevalueofthedollar,reducingnetexportsandequilibriumoutput.","reducesthevalueofthedollar,netexports,andequilibriumoutput.","reducesthevalueofthedollar,increasingnetexportsandequilibriumoutput.",D,
multiple_choice,8,Thenegativerelationbetweeninvestmentspendingandtheinterestrateiswhatgivesthe ________curveits________slope.,IS;upward,IS;downward,LM;downward,LM;upward,B,
multiple_choice,9,PointsontheIScurvesatisfy________marketequilibrium.,money,goods,stock,bond,B,
multiple_choice,11,The________describespointsforwhichthegoodsmarketisinequilibrium.,LMcurve,IScurve,consumptionfunction,investmentschedule,B,
multiple_choice,12,"Everythingelseheldconstant,ifaggregateoutputistotherightoftheIScurve,thenthereis anexcess________ofgoodswhichwillcauseaggregateoutputto________.",supply;fall,supply;rise,demand;fall,demand;rise,A,
multiple_choice,13,"Everythingelseheldconstant,ifaggregateoutputistotheleftoftheIScurve,thenthereis anexcess________ofgoodswhichwillcauseaggregateoutputto________.",supply;fall,supply;rise,demand;fall,demand;rise,D,
multiple_choice,15,"Everythingelseheldconstant,ifaggregateoutputistothe________oftheIScurve,then thereisanexcessdemandofgoodswhichwillcauseaggregateoutputto________.",right;fall,right;rise,left;fall,left;rise,D,
multiple_choice,16,"Everythingelseheldconstant,ifaggregateoutputistothe________oftheIScurve,then thereisanexcess________ofgoodswhichwillcauseaggregateoutputtofall.",right;supply,right;demand,left;supply,left;demand,A,
multiple_choice,17,"Everythingelseheldconstant,ifaggregateoutputistothe________oftheIScurve,then thereisanexcess________ofgoodswhichwillcauseaggregateoutputtorise.",right;supply,right;demand,left;supply,left;demand,D,
multiple_choice,1,"Otherthingsequal,adecreaseinautonomousconsumptionshiftsthe________curvetothe ________.",IS;right,IS;left,LM;left,LM;right,B,
multiple_choice,2,"IntheKeynesiancrossdiagram,adeclineinautonomousconsumerexpenditurecausesthe aggregatedemandfunctiontoshift________andtheequilibriumlevelofaggregateoutputto ________,everythingelseheldconstant.",up;rise,up;fall,down;rise,down;fall,D,
multiple_choice,3,"IntheKeynesiancrossdiagram,anincreaseinautonomousconsumerexpenditurecausesthe aggregatedemandfunctiontoshift________andtheequilibriumlevelofaggregateoutputto ________,everythingelseheldconstant.",up;rise,up;fall,down;rise,down;fall,A,
multiple_choice,5,"IntheKeynesiancrossdiagram,adeclineinautonomousconsumerexpenditurecausesthe aggregatedemandfunctiontoshift________,theequilibriumlevelofaggregateoutputtofall, andtheIScurvetoshifttothe________,everythingelseheldconstant.",up;left,up;right,down;left,down;right,C,
multiple_choice,6,"IntheKeynesiancrossdiagram,adeclineinautonomousconsumerexpenditurecausesthe aggregatedemandfunctiontoshiftdown,theequilibriumlevelofaggregateoutputto________, andtheIScurvetoshifttothe________,everythingelseheldconstant.",rise;left,rise;right,fall;left,fall;right,C,
multiple_choice,7,"IntheKeynesiancrossdiagram,anincreaseinautonomousconsumerexpenditurecausesthe aggregatedemandfunctiontoshiftup,theequilibriumlevelofaggregateoutputto________, andtheIScurvetoshifttothe________,everythingelseheldconstant.",rise;left,rise;right,fall;left,fall;right,B,
multiple_choice,9,"Adecreaseinautonomousconsumerexpenditurecausestheequilibriumlevelofaggregate outputto________atanygiveninterestrateandshiftsthe________curvetothe________, everythingelseheldconstant.",rise;LM;right,rise;IS;right,fall;IS;left,fall;LM;left,C,
multiple_choice,10,"Everythingelseheldconstant,changesintheinterestrateaffectplannedinvestmentspending andhencetheequilibriumlevelofoutput,butthischangeininvestmentspending",merelycausesamovementalongtheIScurveandnotashift.,iscrowdedoutbyhighertaxes.,iscrowdedoutbyhighergovernmentspending.,iscrowdedoutbylowerconsumerexpenditures.,A,
multiple_choice,11,"Ariseinautonomousplannedinvestmentspendingcausestheequilibriumlevelofaggregate outputto________andshiftsthe________curvetothe________,everythingelseheld constant.",rise;LM;right,rise;IS;right,fall;IS;left,fall;LM;left,B,
multiple_choice,13,"IntheKeynesiancrossdiagram,adecreaseininvestmentspendingbecausecompanies becomemorepessimisticaboutinvestmentprofitabilitycausestheaggregatedemandfunctionto shift________andtheequilibriumlevelofaggregateoutputto________,everythingelseheld constant.",up;rise,up;fall,down;rise,down;fall,D,
multiple_choice,14,"IntheKeynesiancrossdiagram,anincreaseininvestmentspendingbecausecompanies becomemoreoptimisticaboutinvestmentprofitabilitycausestheaggregatedemandfunctionto shift________andtheequilibriumlevelofaggregateoutputto________,everythingelseheld constant.",up;rise,up;fall,down;rise,down;fall,A,
multiple_choice,15,"IntheKeynesiancrossdiagram,anincreaseininvestmentspendingbecausecompanies becomemoreoptimisticaboutinvestmentprofitabilitycausestheaggregatedemandfunctionto shift________,theequilibriumlevelofaggregateoutputtorise,andtheIScurvetoshifttothe ________,everythingelseheldconstant.",up;left,up;right,down;left,down;right,B,
multiple_choice,17,"IntheKeynesiancrossdiagram,adecreaseininvestmentspendingbecausecompanies becomemorepessimisticaboutinvestmentprofitabilitycausestheaggregatedemandfunctionto shiftdown,theequilibriumlevelofaggregateoutputto________,andtheIScurvetoshifttothe ________,everythingelseheldconstant.",rise;left,rise;right,fall;left,fall;right,C,
multiple_choice,18,"IntheKeynesiancrossdiagram,anincreaseininvestmentspendingbecausecompanies becomemoreoptimisticaboutinvestmentprofitabilitycausestheaggregatedemandfunctionto shiftup,theequilibriumlevelofaggregateoutputto________,andtheIScurvetoshifttothe ________,everythingelseheldconstant.",rise;left,rise;right,fall;left,fall;right,B,
multiple_choice,19,"Adecreaseinautonomousplannedinvestmentspending,otherthingsequal,shiftsthe ________curvetothe________.",IS;right,IS;left,LM;left,LM;right,B,
multiple_choice,21,"Areductioningovernmentspendingcausestheequilibriumlevelofaggregateoutputto ________atanygiveninterestrateandshiftsthe________curvetothe________,everything elseheldconstant.",rise;LM;right,fall;IS;left,fall;LM;left,rise;IS;right,B,
multiple_choice,22,TheIScurveshiftstotheleftwhen,taxesincrease.,governmentspendingincreases.,themoneysupplyincreases.,autonomousplannedinvestmentspendingincreases.,A,
multiple_choice,23,"Adeclineintaxes________consumerexpenditureandshiftsthe________curvetothe ________,everythingelseheldconstant.",raises;LM;right,lowers;IS;left,raises;IS;right,lowers;LM;left,C,
multiple_choice,25,"Ataxcut________disposableincome,________consumptionexpenditure,andshiftsthe IScurvetothe________,everythingelseheldconstant.",increases;increases;right,increases;decreases;right,decreases;increases;left,decreases;decreases;left,A,
multiple_choice,26,"IfAmericancollegestudentsdecidethatdrinkingMexican-brewedbeerhelpsoneget noticed,netexportswilltendtofall,causingaggregatedemandto________andthe________ curvetoshifttotheleft,everythingelseheldconstant.",fall;LM,fall;IS,rise;LM,rise;IS,B,
multiple_choice,27,"IfyoungbusinessprofessionalsinAmericasuddenlydecidethatdrivingGerman-madecars isanimportantstatussymbol,netexportswilltendto________causingaggregatedemandto ________,everythingelseheldconstant.",fall;fall,fall;rise,rise;fall,rise;rise,A,
multiple_choice,29,AnautonomousappreciationoftheU.S.dollarmakesAmericangoods________expensive relativetoforeigngoodswhich________netexportsintheU.S.,less;decreases,less;increases,more;decreases,more;increases,C,
multiple_choice,30,"Ashiftintastestowardforeigngoods________netexportsintheU.S.andcausesthe quantityofaggregateoutputdemandedto________intheU.S.,everythingelseheldconstant.",decreases;rise,decreases;fall,increases;rise,increases;fall,B,
multiple_choice,31,"Everythingelseheldconstant,ashiftintastesintheU.S.towardMexicangoodswill ________netexportsintheU.S.andcausethequantityofaggregateoutputdemandedto ________inMexico.",decrease;rise,decrease;fall,increase;rise,increase;fall,A,
multiple_choice,33,"Everythingelseheldconstant,ashiftintastesintheU.S.towardsAmericangoodswill ________netexportsintheU.S.andcausethequantityofaggregateoutputdemandedto ________inMexico.",decrease;rise,decrease;fall,increase;rise,increase;fall,D,
multiple_choice,34,"AshiftintastestowardAmericangoods________netexportsintheU.S.andcausestheIS curvetoshifttothe________intheU.S.,everythingelseheldconstant.",decreases;right,decreases;left,increases;right,increases;left,C,
multiple_choice,35,"Ashiftintastestowardforeigngoods________netexportsintheU.S.andcausestheIS curvetoshifttothe________intheU.S.,everythingelseheldconstant.",decreases;right,decreases;left,increases;right,increases;left,B,
multiple_choice,37,"AnappreciationoftheU.S.dollarmakesforeigngoodscheaperrelativetoAmericangoods, resultingina________innetexportsintheU.S.anda________shiftoftheIScurveinthe U.S.,everythingelseheldconstant.",fall;leftward,rise;leftward,fall;rightward,rise;rightward,A,
multiple_choice,38,WhichofthefollowingdoesNOTshifttheIScurve?,anincreaseinautonomousconsumption,anincreaseingovernmentspending,adeclineingovernmentspending,afallintheinterestrate,D,
essay,2007,Linear (2008 to,,,,,,
essay,2019,Chapter 21,,,,,,"S TO QUESTIONS 1. “Planned investment spending is equal to the total spending by businesses on new physical capital” Is this statement true, false, or uncertain? Explai n your answer. The statement is false. New homes should also be in cluded in planned investment spending. 2. Why is inventory investment counted as part of aggr egate spending if it isn’t actually sold to the final end user? Since inventories of unsold goods are goods that ha ve been produced, then in an accounting sense, they add to output and hence aggr egate demand. However, since the final end user hasn’t purchased them yet, they are counted as inventory until they are sold. 3. “Since inventories can be costly to hold, firms’ pl anned inventory investment should be zero, and firms should acquire inventory only th rough unplanned inventory accumulation.” Is this statement true, false, or uncertain? Expla in your answer. False. Although inventories are costly to hold, man y firms prefer to have extra inventories of unsold goods on hand in the event th at there is an unpredictable increase in demand for their goods, because this al lows firms to satisfy customers’ demands. As a result, planned inventory investment may very well be positive. 4. During and in the aftermath of the financial crisis of 2007–2009, planned investment fell substantially despite significant decreases in the real interest rate. What factors related to the planned investment function could ex plain this? During the height of the crisis, financial friction s f increased dramatically, which effectively raised the real cost of investment. In addition, firms’ planned autonomous investment I decreased dramatically as the prospects for econom ic growth and profits in the future weakened sharply. Both of the se factors reduced planned investment, even though real interest rates may hav e decreased. 5. If households and firms believe the economy will be in a recession in the future, will this necessarily cause a recession, or have any imp act on output at all? These shifts in “animal spirits,” according to Keyn es, could very well create a recession. If the beliefs are strong enough, this c ould significantly reduce autonomous consumption and autonomous planned investment to th e point where equilibrium output decreases substantially, leading to a recess ion. 6. Why do increases in the real interest rate lead to decreases in net exports, and vice versa? When the real interest rate increases, this increas es the demand for domestic assets, resulting in an appreciation of the domestic curren cy. As a result, imported goods become cheaper domestically, and exported goods bec ome more expensive to foreigners. This reduces net exports, implying an i nverse relationship between the real interest rate and net exports. 7. Why does equilibrium output increase as the margina l propensity to consume increases? When the marginal propensity to consume ( mpc ) increases, this leads to a larger multiplier effect for any given change in spending, resulting in higher output. Put another way, when the mpc increases, this leads to a higher amount of consum ption spending out of disposable income. This leads to mo re production, which leads to higher income, leading to further increases in spen ding. 8. If firms suddenly become more optimistic about the profitability of investment and planned investment spending rises by €150 billion, while consumers become more pessimistic and autonomous consumer spending falls by €150 billion, what happens to aggregate output? Nothing. The €150 billion increase in planned inves tment spending is offset in full by the €150 billion decline in autonomous consumer exp enditure, so autonomous spending and aggregate output remain unchanged. 9. If an increase in autonomous consumer expenditure i s matched by an equal increase in taxes, will aggregate output rise or fall? Rise. The fall in spending from an increase in taxe s is always less than the change in taxes because the marginal propensity to consume is less than 1. By contrast, autonomous spending rises one-for-one with a change in autonomous consumer expenditure. If taxes and autonomous consumer expen diture rise by the same amount, autonomous spending must rise, and aggregate output also rises. 10. If a change in the interest rate has no effect on p lanned investment spending or net exports, what does this imply about the slope of th e IS curve? In this case, as interest rates fall, planned inves tment spending and net exports do not change, so equilibrium output remains unchanged. Th is means that the IS curve is vertical. 11. Inventories typically increase starting at the begi nning of recessions, and begin to decline near the end of recessions. What does this say about the relationship between planned spending and aggregate output over the busi ness cycle? At the beginning of recessions, planned spending fa lls as consumers reduce spending and firms reduce investment, while production gener ally stays constant. As a result, an excess supply of goods is produced, leading to r ising inventories. In the middle stages of recessions, firms may reduce production, but this may also be met with further decreases in planned spending leading to fu rther buildup of inventories. However, near the end of a recession, firms are slo w to increase production, while planned spending typically increases; this leads to reductions in inventories due to the excess demand for goods. 12. Why do companies cut production when they find that their unplanned inventory investment is greater than zero? If they didn’t cut production, what effect would this have on their profits? Why? Companies cut production when their unplanned inven tory investment is greater than zero, because they are then producing more than the y can sell. If they continue at current production, profits will suffer because the y are building up unwanted inventory, which is costly to store and finance. 13. You read in a blog, that companies in India are bec oming less confident about investment profitability, so they will decrease pla nned investment spending in the near future. What do you think will happen to aggregate demand? Since this is an autonomous decrease in planned inv estment spending, it will decreases aggregate demand . 14. In each of the cases below, determine whether the I S curve shifts to the right or left, does not shift, or is indeterminate in the directio n of shift. a. The real interest rate decreases in China. This is a movement along the IS curve, so it does n ot shift the IS curve. b. The marginal propensity to consume by the populatio n declines. This results in a decrease in equilibrium output at any given interest rate, which shifts the IS curve to the left. c. Financial frictions increase in India. Equilibrium output decreases at any given interest rate, which shifts the IS curve to the left. d. Autonomous consumption decreases. Equilibrium output decreases at any given interest rate, which shifts the IS curve to the left. e. The new Italian government decreases both taxes and government spending by the same amount. Equilibrium output decreases at any given interest rate, which shifts the IS curve to the left. f. The sensitivity of net exports to changes in the re al interest rate decreases. Equilibrium output increases at any given interest rate, which shifts the IS curve to the right. g. The new Spanish government provides tax incentives for research and development programs for firms. Equilibrium output increases at any given interest rate, which shifts the IS curve to the right. 15. “The fiscal stimulus package of 2009 caused the IS curve to shift to the left, since output decreased and unemployment increased after t he policies were implemented.” Is this statement true, false, or uncertain? Explai n your answer. False. Although the IS curved shifted to the left during the period of th e financial crisis, this is because of external factors which c aused a sharp decline in consumption and investment, such as financial frictions and sha rp decreases in autonomous consumption and investment. If the stimulus package had not been in place, the IS curve would have shifted much farther to the left. 16. When the Reserve Bank of Australia reduced its poli cy interest rate in 2020, how, if at all, should the IS curve have been affected? Briefl y explain . The IS curve is not affected at all in theory, so it does not shift. Changes in the real interest rate represent movements along a given IS curve, but they do not shift the curve. 17. Suppose you read that prospects for stronger future economic growth have led the dollar to strengthen and stock prices to increase. a. What effect does the strengthened dollar have on th e IS curve? A more expensive dollar will result in fewer U.S. e xports and more U.S. imports (everything else the same), therefore decreasing ne t exports. Graphically, this shifts the IS curve to the left, decreasing aggregate output at every interest rate. b. What effect does the increase in stock prices have on the IS curve? Usually the increase in stock prices is interpreted as having a positive effect on autonomous planned investment, as investors become more confident about the future prospects of the economy. Therefore, we shou ld expect autonomous planned investment to increase and the IS curve to shift to the right. c. What is the combined effect of these two events on the IS curve? This is an example in which it is quite difficult t o measure the net effect of these events. Depending on the relative magnitude of the shifts, the IS curve might end up shifting to the left, to the right, or not shift ing at all. This problem arises because these events have opposite effects on the IS curve. ANSWERS TO APPLIED PROBLEMS 18. Your sister Yennefer asks you to help her to calcul ate the value of the consumption function at each level of income in the table below if autonomous consumption = 200, taxes = 100, and mpc = 0.5. Income Y Disposable Income YD Consumption C 0 100 200 300 400 Income Y Disposable Income YD Consumption C 0 –100 150 100 0 200 200 100 250 300 200 300 400 300 350 19. Assume that autonomous consumption is £1,625 billio n and disposable income is £11,500 billion. Calculate consumption expenditure if an increase of £1,000 in disposable income leads to an increase of £750 in c onsumption expenditure. If an increase of £1,000 in disposable income leads to an increase of £750 in consumption expenditure, then mpc = 0.75. Using thi s implies that C = 1,625 + 0.75 x 11,500 = 10,250. Consumption expenditure is therefo re £10,250 billion. 20. Suppose that Dell Corporation has 20,000 computers in its warehouses on December 31, 2022, ready to be shipped to merchants (each co mputer is valued at $500). By December 31, 2023, Dell Corporation has 25,000 comp uters ready to be shipped, each valued at $450. a. Calculate Dell’s inventory on December 31, 2022. Dell’s inventory on December 31, 2022, is the marke t value of the 20,000 computers at its warehouses. Therefore, Dell’s inve ntory equals 20,000 × $500 = $10,000,000 on December 31, 2022. b. Calculate Dell’s inventory investment in 2023. Dell’s inventory spending is the change in the leve l of its inventory during the course of 2023. On December 31, 2023, Dell’s invent ory equals 25,000 × $450 = $11,250,000. Therefore, Dell’s inventory spending i n 2023 is $1,250,000 = $11,250,000 − $10,000,000. c. What happens to inventory spending during the early stages of an economic recession? During the early stages of an economic recession, a s soon as households’ income starts to fall, firms realize that their sales drop . This results in fewer orders by their dealers and therefore an increase in the numb er of goods they stock at their warehouses (since they probably have already decide d about production levels for that period). The consequence is that inventory spe nding will be positive for some time, but firms will quickly cut production and wil l try to sell their already manufactured goods before increasing production aga in. 21. Suppose that the consumption function in Argentina is C = 100 + 0.75YD, I = 200, government spending is 200, and net exports are zer o, what will be the equilibrium level of output? What will happen to aggregate outp ut if government spending rises by 200? An equilibrium output of 2,000 occurs when Y = Yad and the aggregate demand function Yad = C + I + G + NX = 500 + 0.75Y. Solvin g for Y implies 0.25Y = 500, or Y = 2000. If government spending rises by 200, e quilibrium output will rise by 800 to 2,800. 22. If the marginal propensity to in Italy consume is 0 .75, by how much would government spending have to rise to increase output by €1,000 billion? By how much would taxes need to decrease to increase output by €1,000 billion? The change in Output Y is given as the change in sp ending G, multiplied by 1/(1 − mpc). Thus €1000 = 4 × G, implying government spend ing would have to increase by €250 billion to increase equilibrium output by €100 0 billion. Alternatively, the change in output is given as the change in taxes T, multiplied by [mpc]/(1 − mpc). Thus €1000 =3xT, implying that taxes would have to decrease by €333.3 billion to increase equilibrium output by €1000 billion. 23. Assuming both taxes and government spending increas e by the same amount, derive an expression for the effect on equilibrium output. Formally, the effects on output from a change in go vernment spending and a change in taxes are given, respectively, as YG = G/(1 – mpc ) and YT = –T  mpc /(1 – mpc ). If both taxes and spending increase by the same amo unt, then G = T and the net effect on output is given as Y = YG + YT = G/(1 – mpc ) – T  mpc /(1 – mpc ) = G[1/(1 – mpc ) – mpc / (1 – mpc )] = G. Thus, if both taxes and government spending incre ase by the same amount, output will increase by exactly the amount of the increase in spending (or increase in taxes). 24. Consider an economy described by the following data :  = $3.25 trillion ̅ = $1.3 trillion  = $3.5 trillion  = $3.0 trillion  = - $1.0 trillion  = 1 mpc = 0.75 d = 0.3 x = 0.1 a. Derive simplified expressions for the consumption f unction, the investment function, and the net export function. C = 3.25 + 0.75( Y –"
essay,3,= 1 + 0.75 Y. I = 1.3 – 0.3( r +,,,,,,
